real_A1, imag_A1, real_A2, imag_A2, tlast
cacb, 1535, 1fbf, 46ce, 0
8e7f, fd24, 0bff, 0454, 0
eff4, ea69, e5c9, c881, 0
0c2d, 0253, cf97, f03d, 0
d5a1, 2f33, 1735, b3d6, 1
dd94, 5ad3, 09d6, aa51, 0
c864, d523, 59ee, fc67, 0
bd35, 1cc0, 3d10, c91b, 0
0ac8, df79, 558b, fa4a, 0
a15a, fc73, 28ec, 41bf, 0
b428, 041e, 1482, db54, 0
2596, 0934, 0b41, 8e82, 0
278f, a90f, 569b, f272, 0
ae02, 0a73, 3098, 2ce4, 0
ff81, 9538, 0592, 309f, 0
4fb5, 156d, cc7e, d2b3, 0
fb54, a098, 0831, bc56, 0
acaa, e44c, f47d, 36aa, 0
06c9, d6da, 0ee1, a099, 0
cd75, d196, da5c, b51a, 0
0576, 986e, 037f, 1731, 0
ce6a, 3a55, 072e, f7e7, 0
f670, db98, 01f8, c48f, 0
6bd7, 08a1, e974, 5575, 0
b6cd, 2dea, dabc, f449, 1
bc6b, 27fd, a7f9, 14d2, 0
d1dc, 4369, e381, d17c, 0
2461, fe62, 2d20, d86b, 0
95a2, 08d0, b0e2, 1af7, 0
0069, ff2e, 2190, 0350, 0
0033, 1e9d, 6ab6, 0e00, 0
e9c6, 5c20, d3c4, d40b, 0
5ab7, 1b9e, 2664, 2c96, 0
5150, eeaf, 603e, e071, 0
14a4, 07f0, aede, e670, 0
ef87, dbbc, f5e9, fda6, 0
dcb4, 42a5, a814, dcca, 0
12c4, 2ff4, 149e, e779, 0
0f1e, 9235, 2526, 0d5b, 0
b18e, f0a8, fdfe, 6adc, 0
3338, 1150, 63c7, 0740, 0
e6a0, 2695, eddf, ce3e, 0
4566, f9e5, 02dc, ec9a, 0
cdce, e832, 0a74, 0a5c, 0
d1d8, dace, 3e6d, 3426, 1
c97f, 18a6, f1d3, 3be8, 0
014a, a37c, 1a5a, 2c01, 0
d25c, f03f, d3e3, c2ae, 0
f0f7, 1dd2, bdd4, e324, 0
22b1, 04b9, 1a01, 2539, 0
9091, 0dc2, df2b, 0660, 0
f49b, d51f, 016b, 53f8, 0
3f1e, d978, bc99, c74e, 0
19aa, 2ade, 7d0f, 023e, 0
59fa, 1d39, a877, 09a8, 0
f7d7, 6318, f2e6, 153b, 0
3d42, 23eb, f6c5, 0555, 0
f37e, 14b6, 1fdd, a131, 0
1853, 4dd6, ac4d, d4fe, 0
199a, 04ed, bcb7, ca60, 0
2b99, c659, 69a7, f7ce, 0
e9f7, 2e94, 3353, fef5, 0
f276, f811, 13c0, 56e9, 0
15b2, 9957, 2118, 1230, 0
0246, eadc, 5f29, df4b, 1
087b, edf0, fe8f, ed84, 0
201e, 56ec, f10a, 4fd7, 0
3012, f617, e366, 2e96, 0
3eee, 018c, 190c, b9c6, 0
c81e, bb77, 366f, 11c8, 0
0527, ce97, 0fe8, f85a, 0
bcd0, e7a0, 0328, 0087, 0
25d8, dbc6, a470, f2ea, 0
b79e, da27, 9e59, 0069, 0
0316, bb2f, ed85, 3f6e, 0
d096, d31c, bd4f, 3ac9, 0
0f46, b1a7, 2c2b, 03ee, 0
b0e7, cfc6, ebbb, 5a4f, 0
bdc1, 2623, a5ab, 065f, 0
2126, 58ec, d1a8, 4ef1, 0
fd09, 9b21, 0dd9, bf9b, 0
0aaa, 543b, 1655, 3b70, 0
c98a, 38a7, d1dc, b4a0, 0
e0c3, 606b, c438, 0800, 0
f576, 26f5, 594f, 0e88, 1
b49f, 132c, f84e, cc6a, 0
411d, e101, 63da, 1560, 0
25a9, 3882, a337, edd0, 0
3bcb, eb4d, 0790, 11c3, 0
9586, 0ff2, 0e36, 359b, 0
ed71, 2940, 2c7c, b3a1, 0
1aaa, fa88, 353d, f6c8, 0
f3f5, 71aa, 8ee6, 06ad, 0
1407, aeb2, 0d4c, 1d0e, 0
2691, 531b, 0054, 51e0, 0
32b0, b4e4, 1be6, f4ea, 0
fc1c, 6836, e210, 60a5, 0
0d89, bc2b, 2883, 4214, 0
26dc, e908, 029e, 0229, 0
fd02, fcfe, 26b9, b935, 0
c672, 23bb, 0de7, 379e, 0
e6e1, 3ac4, 3338, e3cc, 0
cf7b, 36c7, 1bcc, de50, 0
0bb8, 11cd, 2c21, 175b, 0
f4a6, aefe, 02fd, a188, 1
f13e, bd92, b18c, 22ab, 0
1d07, b09f, 1731, 9de4, 0
5275, f4f1, 6d0d, 1071, 0
faaf, a91d, 4446, 1a14, 0
0feb, 6597, e119, 4ca2, 0
eb7a, 42c7, f67b, b57a, 0
25e9, 281d, 0cac, a08d, 0
f8cf, 0213, e90d, 4e63, 0
c5d1, e7e5, 1c69, 4edc, 0
54a1, e831, 4671, 272c, 0
32ad, 0094, cd78, 4778, 0
9443, ee1f, de1b, f0aa, 0
70df, f8d2, e8ba, 43fa, 0
9040, f883, e95b, 1045, 0
f6d9, 2a48, fcc4, e3a7, 0
c5cf, cd87, e298, 3e7d, 0
91a3, fd01, eb83, f2cb, 0
aaa8, 210b, fbbb, d374, 0
21d4, 0559, f98d, 6e74, 0
27c8, 3b7a, 4df6, 234c, 1
f14b, 499d, b3ec, 04b5, 0
5fef, f4bf, 54c9, 0bcd, 0
5011, d0c5, 3ccc, d3e9, 0
40fc, 2633, 949c, 02c9, 0
0892, 6ee0, f2b4, da21, 0
ed5f, e57a, 1659, 4c54, 0
22e9, b7f7, be7b, 0344, 0
005d, 1537, 31bc, c01b, 0
278b, ac62, 4d0f, 1495, 0
a725, 0dee, d846, b748, 0
e0a9, 00ac, ef51, 2960, 0
7456, f75e, 1905, 123e, 0
f76e, 0847, aa8f, df8d, 0
d437, 1d4b, cc81, cd8c, 0
ebde, 4617, ceab, d912, 0
1e11, 1dd9, 2068, 51ae, 0
64d1, 018a, 0002, a6d4, 0
b0d1, 0497, 0f8a, 0446, 0
6e12, fec2, ec2a, 192b, 0
ad88, 08a3, f56d, 03dd, 1
d170, e2fa, 5d73, ef0d, 0
2ec5, d1e2, ed31, 92db, 0
e52d, 6076, 9add, 15c9, 0
1938, c46a, 29de, c2af, 0
0c4f, 90bd, bf37, 3198, 0
3c42, bc6f, 0c5d, 2eb6, 0
0e17, 5036, 2962, 06c5, 0
29c7, d180, ef01, 474e, 0
378e, 3d8a, 697f, 13b7, 0
4404, 09c7, 95ec, 0fbe, 0
e326, a64a, 3aca, 0e5a, 0
4fff, 21c6, 0841, 32c0, 0
07e1, 042c, 3b1d, d410, 0
d375, caf5, d6d9, ed2d, 0
1204, 3688, ff18, 59a0, 0
e00b, 3667, f559, 0a0d, 0
fc59, 9372, a848, eda7, 0
380c, 2912, 1c99, ad20, 0
fdd9, 5d32, df44, cde7, 0
0284, dbc3, 2c98, 421d, 1
0d58, 5cda, 320a, 2a1b, 0
c532, d5b9, fe09, 4141, 0
d24b, c423, ca9d, d939, 0
5a0b, 0ab7, cb84, 3701, 0
1e3b, 1747, 47d0, cdf5, 0
27c3, e446, c7d2, f087, 0
5b5c, defa, e1a6, 9fd8, 0
37f3, fc83, 1d78, b42c, 0
eb31, 6143, 4ff3, fdbc, 0
fef9, b59a, 3bd2, f832, 0
fd02, 2191, ab43, 183a, 0
d1be, 0352, 0563, ec6c, 0
43af, dc89, 5a44, 1b97, 0
c9ed, 0732, d9fa, 1765, 0
8639, 001a, cf42, b718, 0
f4ad, c96f, 15b6, e041, 0
0c4b, c12b, effc, 98a0, 0
49ec, f6b9, 90be, 08f6, 0
6444, fb19, 12a7, 01df, 0
05e8, 40e4, ebf7, 4aa6, 1
2fa1, f862, bf74, 0bd8, 0
0c43, b818, 1609, afca, 0
36bd, db47, a9ca, fe3f, 0
44ab, db0e, 2e96, 2ac1, 0
14e0, 5328, a9c9, 1c97, 0
5dfa, f69e, e901, f211, 0
bca9, ff63, 128c, 216d, 0
cca7, 3559, e35f, 5ff6, 0
33e6, d910, 11de, 6bf8, 0
e123, bdba, 0d0a, d4c6, 0
de31, 0f2e, ce01, 3d04, 0
25c5, 1db7, f009, ec7d, 0
bb8a, d92d, dcc9, 4849, 0
25d0, a9e5, 20cc, 1cd9, 0
2b9f, 1f4e, f480, d56f, 0
207d, ca54, e905, c58a, 0
41cc, 040c, e7c8, aaff, 0
371b, c222, d26f, bade, 0
546d, df3e, 2ae0, 5102, 0
419b, c535, 4a39, 1f40, 1
0cba, 1d45, 891c, fbaa, 0
4ef2, eeba, cc35, cddb, 0
fbc8, 0cef, 36e8, 2860, 0
0d2e, f9c7, 0782, 5fd0, 0
0fe1, 4ad6, 2173, 2ecc, 0
85bb, fe63, d9ff, d4db, 0
f93b, 42b4, 1a42, 308d, 0
fda1, 4262, 0113, e554, 0
a24e, 15ca, 12b7, a8e7, 0
35ec, f7b3, 0780, 6978, 0
d353, 29b3, d617, ac1a, 0
e5c0, 25be, 0a8b, ce11, 0
aaa5, 2456, 3148, f195, 0
0780, c1e7, 9d6d, 04b8, 0
07b7, 60c4, c023, 0691, 0
0999, e83a, fac0, 2fbd, 0
39c1, f37f, e368, 504a, 0
ee8b, 0009, 1615, 5bdf, 0
b9cf, e137, f96a, 6487, 0
f52e, dcf8, d26f, 35c7, 1
1f17, 0d8f, 2da2, d9f9, 0
b31f, d907, cd21, cf06, 0
a7b8, 1c87, 2aa7, 2771, 0
97f5, ff10, 497c, 0365, 0
31a4, 0ea9, f3e3, 5d6d, 0
31f3, bac8, ef3c, 5b3f, 0
0fbf, 9365, 6100, 10ff, 0
03e1, bc2a, 152f, f925, 0
e994, 083e, dcb4, bcd2, 0
490c, 2711, d39c, 4c92, 0
9009, f8da, c30d, 07c9, 0
da88, f9b9, fa73, 93c7, 0
9ac2, 12e1, d47f, b0a5, 0
42f3, cbde, 2bac, d6c1, 0
911a, 0ebf, eaf6, 0a1c, 0
5a53, e1c0, cdd8, 32e3, 0
0b96, dfbb, 2cbf, 493f, 0
af7c, d0ed, 1b18, 4880, 0
b664, dfd0, ebdc, a866, 0
1251, ca78, 238f, a807, 1
0caf, 213e, e691, 3afd, 0
23f5, cd5c, d4d6, fba7, 0
42ca, d054, 3bee, ce82, 0
4346, 3809, 9855, 07ac, 0
f7a7, 29bc, 0b8b, b902, 0
16d8, 4ccd, 072a, d3e9, 0
d8b4, 1ca2, 6269, 0fd6, 0
e78f, 9e7e, 1f41, ef31, 0
e792, cc05, beda, ceb9, 0
401f, 149d, a634, 1e92, 0
0ecd, 0f7e, 6f43, 065f, 0
32f2, 127d, 893e, fb2c, 0
1af1, ceba, 5b40, e993, 0
d5f8, f9b7, 0357, 6c3d, 0
ca0e, d864, 2efe, d20f, 0
b61f, cdab, 10e4, 3344, 0
98b1, ef7d, f0c8, 6cf0, 0
ddbf, 54e5, 0dcc, f2c2, 0
e9d2, 576e, 18ef, 1e66, 0
0791, 62e2, e99b, c9b2, 1
4f94, 0112, ff23, ba2c, 0
2054, 15c4, 44d0, 198b, 0
03de, 427d, fa33, b988, 0
ab4f, 0748, 3ff3, c8aa, 0
34c8, 049f, ab71, ff86, 0
15af, 3bb1, 69e8, f781, 0
e84c, f120, 31f8, 0eb6, 0
b014, e30c, ae06, 1811, 0
4c75, d23a, 4382, cbd2, 0
f9fa, f759, cfe1, f215, 0
ef4d, 26a7, ec2d, 5f9f, 0
0493, ce42, 0922, 5e13, 0
190b, df98, ffed, f11d, 0
fd75, 3e05, 275b, 4479, 0
e90b, 1ecb, b355, 0b4d, 0
cd02, 0f61, 2d5b, 21aa, 0
baa5, 11c4, ea45, 0826, 0
e017, 36b3, 4472, 16cb, 0
2b1c, 0a8c, e322, 5fc5, 0
25be, 43e2, 4fde, d397, 1
004a, ca35, 3f1e, ef53, 0
c854, 3e61, 1e93, c295, 0
05c4, e98c, 283e, cb73, 0
f669, b3f8, 022a, 0d30, 0
ee2f, 3816, e4b0, b45d, 0
de47, b180, 53b6, 0a24, 0
4212, 1978, 4c2f, ff84, 0
0de2, e7e7, 96d8, fa09, 0
fa4d, 07f7, fc67, d035, 0
7700, fc0a, bcb1, f614, 0
b82f, e610, 44a3, 0992, 0
3abe, f2fa, c942, d3da, 0
ff32, d916, 32aa, 3a81, 0
3ec1, 1097, 4d65, 1ae7, 0
0134, 92e7, e8ec, 0c81, 0
0b7a, a74a, 1795, 423e, 0
1019, f0e8, de29, 3c50, 0
cb23, e5cd, f0f4, cfb7, 0
71b2, 0446, d932, e1a3, 0
3572, e9e0, 0925, c6ab, 1
03e8, bfd2, 60e3, 1ea2, 0
48cc, d94f, 3630, e184, 0
6601, edf9, 2222, 0127, 0
23ee, db27, 0e48, 57f4, 0
19a6, 3ce7, c7a9, bcbd, 0
f0f7, e5b9, fe69, ac51, 0
2049, a0f3, e38d, 0b5f, 0
ecdf, 4f0e, 4455, d13c, 0
fa34, 77d8, 909a, 075c, 0
3237, 4156, 0730, a2b8, 0
9671, ef7a, e908, 38b6, 0
e4e3, ee8d, 19f6, dbad, 0
c369, 0727, ec57, cc2f, 0
4df2, ec0a, 276c, 2219, 0
feb6, a1f7, 8c83, f93b, 0
20cd, 0a03, 2a05, bc83, 0
03c6, ccc7, d5fd, ac8f, 0
15ac, 5b22, 5a34, 1167, 0
2c59, 1e22, 29db, c484, 0
d695, 3126, 2d07, e5f2, 1
0916, 93e2, ec34, 2145, 0
56bc, 06fa, 2461, 1ce2, 0
e73e, 401e, 13fb, 66ea, 0
0ef1, 08db, 2580, b810, 0
1c74, e3f4, 3f87, 20da, 0
ea6b, 04cb, 0a00, a8a8, 0
e2ce, 2bc8, 18b7, 1049, 0
e556, 05c5, fda7, 9d94, 0
02cc, b0db, 3a22, eaae, 0
0561, e89e, d8c6, 3600, 0
1035, dbde, 08cf, 1afb, 0
d0eb, 0a19, 64ae, 09ed, 0
177e, f3e4, bbfa, 034e, 0
1313, 0754, de0c, fd1d, 0
a346, fd61, 44b1, dc44, 0
9686, edc4, 0383, 2dee, 0
46e0, 33d2, f94b, 2078, 0
f819, 1083, 0204, cba4, 0
ce74, 3970, 039c, bae6, 0
c8e6, 2b21, 2628, 08e5, 1
e497, 1680, 60f5, 0dcf, 0
b71b, f755, c0fe, c541, 0
3ce1, 0d2f, 9efd, 1872, 0
28ea, 2970, 5060, 0809, 0
c8fb, 462c, 24fa, b7bb, 0
34ba, c867, d66e, ce8b, 0
d5ef, 55e9, 298f, 3461, 0
d850, e271, 1f6c, e578, 0
370c, 47b5, 9668, 0dd5, 0
14f8, c43c, cad3, 39b3, 0
114d, 65f4, da6b, 251b, 0
254b, d9f2, d09f, f86e, 0
40aa, deff, dff9, 0dd8, 0
0193, ff77, f410, 615a, 0
f38f, 4321, 61c6, ef15, 0
255c, 066f, db81, 3052, 0
ab26, f1ec, 9704, fb93, 0
f13d, 4d56, 4872, faf1, 0
6b05, 0cd2, 48c7, 1286, 0
17c7, 288f, 4a19, 32e7, 1
63af, f9f5, 4a58, 1e01, 0
fa7a, bfca, b5dd, db99, 0
11ab, 3c99, 2542, 12ef, 0
fc75, f161, 0574, 370b, 0
3965, cceb, 132f, f771, 0
d907, d323, 3e5d, 0a02, 0
fb23, e58f, e3a5, 5e2e, 0
5609, d639, 731e, f720, 0
c345, 167d, 2728, e54d, 0
5763, e6bc, 08bd, bf16, 0
e9d4, 9819, cf97, f82e, 0
eca2, 3172, 4186, 1549, 0
2adf, d39d, ccac, ff74, 0
c290, d812, 0dae, de6d, 0
a63d, dd61, b184, e8bb, 0
34a3, b728, 2d7d, 49c3, 0
361c, 4806, b9ab, 0513, 0
cef6, c201, b2a4, 252d, 0
3177, c3d9, 1605, 2956, 0
1c7a, 1f48, cdf1, 29c2, 1
eac4, 35ed, 3425, 0bd6, 0
46e3, c85f, c721, d506, 0
eee9, 34a7, ae3d, 0204, 0
fd8d, f0ca, e410, 098f, 0
202e, e1a6, c0c7, 0526, 0
a802, 1776, 058b, 9dde, 0
302c, 1fd2, e9d3, a36c, 0
25f3, e43c, aecd, 0b7f, 0
299d, 138d, 4273, f28d, 0
d650, e2bc, 1d5a, 3b85, 0
147e, fcc5, 220e, e932, 0
e163, 44c0, 25f4, ae35, 0
560a, f27d, c487, 292f, 0
b80e, 2b28, c461, c5f8, 0
da08, 2203, f23e, 9dd5, 0
fa3a, 4993, edcf, f68f, 0
db66, e990, de77, d1d1, 0
10ff, 1c45, 09a1, 5f91, 0
ffe7, f790, 2d41, 223e, 0
1092, b06a, d56f, fd10, 1
1702, 3704, 08fd, 5e80, 0
fc22, bb79, e13b, db02, 0
0272, f5bc, 588e, 22c4, 0
a0c3, 07b9, 52a7, f1f8, 0
c7c0, cbb4, f2dc, 59aa, 0
fcce, 76d4, 5c7c, 017f, 0
ce6b, eb8e, f659, dc2a, 0
b4f8, 13d0, e1fb, d0de, 0
1011, 2d16, af68, 28cb, 0
3930, 3cda, d7d1, b5dc, 0
eafe, bf5d, 4bd3, e29c, 0
d6e7, bd94, 072b, d4d1, 0
2b79, d5df, 57c5, edd0, 0
cb15, 0f73, c6f9, c100, 0
0150, b88e, 0383, 62bf, 0
5244, 17ab, 73f7, 0044, 0
021e, c9e4, ac07, f32e, 0
e5b3, 0555, 1c9f, 2c67, 0
91b3, 0988, 2425, c992, 0
4462, 2771, dab8, ec26, 1
da31, 1348, c108, c651, 0
2bb1, 2ca7, ee2d, 61f3, 0
a2f6, e0f6, ca5a, 08e1, 0
4694, f973, 1802, 50f1, 0
fed7, af40, 99bb, f991, 0
fae1, 5e45, 43d9, d2b1, 0
0ed9, 9910, d5c5, e1b4, 0
f15c, dcac, 62e4, 1448, 0
eb84, f4d8, ee76, 91da, 0
442c, 3bb8, 1227, 0d2e, 0
1cbe, e46d, fcd7, 8d75, 0
145d, d5b0, 2520, c74b, 0
0117, 7310, 0039, 560b, 0
0aff, 068b, d4d6, ee24, 0
a61d, 0408, 3280, 0295, 0
1129, 9ca7, e4de, 330e, 0
dad0, 1f05, 104d, 51ce, 0
085d, afa6, 98f7, f4d9, 0
f1a2, 9816, 23aa, cd00, 0
13b7, b6fd, d6f4, 562c, 1
1705, b87f, eac8, bdb1, 0
3e9f, 3942, 373f, e697, 0
d230, 42b6, 1482, b55b, 0
f140, 1557, 1025, 9d67, 0
0aab, e7da, 5a63, f565, 0
c77b, be9e, e915, 43de, 0
11b8, de32, 0047, 2c3e, 0
f0f8, 386e, e20b, cd06, 0
aa49, 2449, 1a7d, 4391, 0
25f0, ffa1, f6c5, 3a12, 0
bc9c, d145, a836, 235d, 0
bc5b, e01f, 0f9e, 53c5, 0
4227, 2f05, 34df, c18c, 0
d661, e97a, b4cd, 0c9f, 0
0b54, 045d, e79c, a455, 0
470f, 2da5, d7c0, d9a9, 0
f620, f79b, d467, e42f, 0
d079, b8ef, 5ca3, 1bbf, 0
f89a, 5517, bedd, 1cf2, 0
b6cf, 1f76, 3e00, 21ac, 1
c2a9, 0b51, e30d, e70f, 0
1427, 5f62, 19f2, 2aec, 0
0e58, e71a, 4b16, 1259, 0
4697, 1570, bd57, e88b, 0
6f8a, fa54, e61e, 63b4, 0
fef5, 704e, 0011, d17c, 0
0b4e, db6c, 384f, 1bcc, 0
f4a0, 50ef, f65f, aba2, 0
f349, aeea, ef70, 6223, 0
20ae, 3e5a, b5d8, 0091, 0
3843, db8c, 6979, f31a, 0
dd2d, def6, 29e7, c526, 0
c38d, 1860, 35fa, e27d, 0
ebfe, eb9f, e27b, a152, 0
3691, 2a55, fd2d, cbf3, 0
15c2, e525, 37e1, b9c4, 0
13a0, 426c, ed48, 305a, 0
18ba, 99ff, a4c6, 0608, 0
19b1, 4369, 12c5, c726, 0
412c, c9be, 3e47, fdb9, 1
96e2, 0feb, 0a9c, 047a, 0
ddc1, b84b, 2af8, c24c, 0
f85c, 9143, 0f40, 3ed7, 0
382b, f27f, 3041, 40dd, 0
a2c2, f597, c767, 0862, 0
d16f, 4b1b, 70c1, 0ec3, 0
f802, 767f, 346a, c2cf, 0
0be9, 368d, 6414, 0700, 0
db49, ce01, 0c19, 2227, 0
c488, 3aa0, 293c, c08f, 0
3d9b, 3454, 4667, d4ca, 0
2ee8, c3c0, c36e, 404b, 0
cae2, d863, 21aa, 227b, 0
ebb1, 9b0d, 016a, 4e87, 0
9cdb, ff4f, 24c5, 36f4, 0
aa2f, 077e, e8b4, cd90, 0
2afc, 480c, 15be, 0c36, 0
1a34, f210, e172, 2522, 0
b74b, dfc1, e818, ff59, 0
4df2, fa5c, 4359, 12d1, 1
2e9d, f20b, ce01, e46f, 0
c429, 1d51, c13b, c194, 0
8c93, 0c50, 4b59, 2d1f, 0
0a68, a97c, cedb, bca3, 0
9d5e, f707, 365f, deb0, 0
2bdc, dec7, 90ca, 0149, 0
0f9c, 6787, bed8, ed76, 0
9118, 0309, f115, 91cc, 0
03a6, b774, da79, 4df9, 0
470c, 35eb, 32a5, 3b53, 0
e0f6, ac94, 4904, 27d1, 0
5ec0, 1704, ed96, 9c3c, 0
1165, 6982, 9e5e, f1ce, 0
f9e3, 622b, 1411, 4073, 0
37e6, 00d8, 51a0, 0aad, 0
11e6, 602c, b82b, d089, 0
ccbd, f491, f70c, 0b6d, 0
ccd0, 42d6, 1f5a, 1fde, 0
adce, f769, 3550, 0ef7, 0
ea22, f38c, e946, 4848, 1
f3a9, c99c, e0a8, 3191, 0
a070, f7fd, 5a3d, 2478, 0
ec86, baa4, 1130, c67f, 0
2fda, 4b60, 4541, 2de6, 0
ede5, f144, e3cc, d5b8, 0
74e9, f9d7, da33, be0d, 0
3b64, 3309, ee19, 0034, 0
c2a8, 0a31, e1b1, 4ef4, 0
4c0b, e32b, f603, 44c9, 0
4118, cad7, a42e, f1af, 0
ed1b, 2407, f946, a17e, 0
dd48, 1b3c, f25a, ac83, 0
4e80, e940, f322, 5722, 0
07a6, 6669, 43df, 298d, 0
05d5, 9994, c868, b872, 0
18dd, cb55, e0a7, 443e, 0
cb24, 10e7, eedb, fce6, 0
41c6, 13c7, f940, 7218, 0
31be, 33e3, f271, fb28, 0
b87d, 380a, 43b3, eb84, 1
d8c1, bb97, bbea, cba7, 0
76c2, 05ab, cbff, 2d51, 0
0c16, d909, 39aa, 13f3, 0
ee26, ee7a, 606e, f746, 0
235a, e088, 1b4e, 0908, 0
2259, 15c4, 269a, b956, 0
2879, d2e6, 1a1c, 4d63, 0
2e95, 357c, 1fa4, ff92, 0
eb2d, 4f67, 8d6b, f9f3, 0
327e, e667, 5308, 045d, 0
e915, b4a0, 5677, e40d, 0
0a04, d9e4, 2b84, dcbf, 0
2ef2, d5f0, a91c, 093f, 0
293e, 0b27, 7135, f9df, 0
a0b6, 157e, ce5f, 1743, 0
1285, 331d, fc3b, 2970, 0
f904, 5b65, b352, f530, 0
da0c, 1f0d, 2707, b7b7, 0
27a2, f804, dd6a, e5e5, 0
f19a, de90, fd49, 84f7, 1
16ff, ec74, 4542, ed13, 0
faa4, a8c8, b506, 1934, 0
f83d, 4a85, 1eee, a459, 0
d035, b733, 201a, c5fd, 0
ff87, 790e, 0c33, 0b30, 0
0f70, a1fe, fb5a, 9b3c, 0
d0c0, c2f3, 1a43, e49a, 0
fc50, cda9, 5f73, 149a, 0
10b3, 3590, f7da, 45da, 0
de49, dd73, b66e, dd16, 0
e51d, 6307, d29d, ebf7, 0
dc46, ea5e, 2e37, 0581, 0
03ad, dd95, 5ee2, 1859, 0
d44d, c012, 0d27, 5efa, 0
097b, bafc, e438, f550, 0
3a53, 3dd7, 379a, e49e, 0
dafb, 1f4d, 2627, 2c11, 0
a38b, f404, 33db, 0721, 0
a985, ff2e, e38a, 05b9, 0
63a2, f13e, 2067, 57d7, 1
13ae, cf4d, fa62, d3dc, 0
febb, 9294, 2284, 0bd4, 0
e83c, 2584, 66c5, 1540, 0
cbcd, f201, dfe6, 35b5, 0
e8e8, d239, f3b1, 61aa, 0
e80e, e2a2, 1d81, 0d09, 0
fd3f, 280c, 0ffc, dd6e, 0
4782, 22cd, a199, 0179, 0
fbc8, 4117, 0287, 1b9a, 0
b64b, e4b7, 060f, fa5e, 0
9889, 041b, b09b, e2d6, 0
e037, aa7a, 367e, eca3, 0
0157, 69e1, 00a1, 545e, 0
4eea, 2dc7, ee49, f403, 0
2ee8, c7e5, 1abc, 2ac1, 0
3df0, 1c11, bc31, fb39, 0
fcd4, d270, baa5, 1cd9, 0
0015, 9566, c7fa, ba6d, 0
c853, b889, e59d, b579, 0
28e3, 11ae, 1e2e, 05da, 1
50e2, e6e3, 47cb, 19ef, 0
f9f9, d003, 0323, 50a9, 0
59db, e027, 3611, 2693, 0
31b0, 4ced, 2dc8, 1b4c, 0
6167, f66d, 4497, 20ed, 0
0523, 3a8a, 4217, 1257, 0
9691, 0d52, 0615, b488, 0
f72f, 8e00, f11c, c80f, 0
cace, 33c6, 1b9c, a03e, 0
e7a3, 42ab, f510, 4c14, 0
e477, 1130, 3aab, 049e, 0
1cf9, 2c8e, 3241, e26a, 0
098a, 2380, 0efb, 21d9, 0
ddab, dc93, 29a3, 34e3, 0
d6f3, aa0f, 183c, bd41, 0
4c99, 27ca, 676e, f3e1, 0
ebd5, b228, f041, 491c, 0
73bc, 0592, 3835, 3d93, 0
f94a, e112, 187d, caa0, 0
db24, 03ef, 2386, a675, 1
0005, 67ad, 1146, b58d, 0
dcfd, 226a, 3e26, 3946, 0
d732, e9fb, fcd5, 54ca, 0
f4ac, 285e, 39c6, f378, 0
bcd9, 2828, 2356, 3b0a, 0
3182, d658, 6369, 02b0, 0
f35f, 54af, cb58, f466, 0
15b1, b374, 2a54, 0e08, 0
a81c, e073, b34c, 1112, 0
9469, fae3, e7e4, a14a, 0
1356, 32eb, fd1a, e4ad, 0
c5a6, 00ad, b993, 3712, 0
3e1f, d818, 2360, 58a1, 0
b784, f9f4, ed6a, 981e, 0
1f6e, eec5, ee81, b5b1, 0
5a86, ea6c, b6f1, 290b, 0
8f47, f400, ca62, f2a0, 0
2229, bdf7, 35c4, e506, 0
b359, 26ee, 1402, a541, 0
dd2b, b959, fa00, 5193, 1
1f99, 50c6, 2886, fc4c, 0
984b, f8c5, 36bd, fa78, 0
c92d, c39b, 8b0d, 0692, 0
f8de, 0ca3, f8b0, e774, 0
452c, 38d6, f7ec, 2435, 0
ecab, c399, 24b8, 0b5a, 0
b8c6, d3bb, 0bab, a8dd, 0
df3e, fb7f, ced3, d358, 0
e9d0, 016b, fb74, f67b, 0
031f, 9b02, e7b9, 5070, 0
d536, 0f54, 0b76, c4f4, 0
6b99, 0652, e7a8, 2064, 0
c2f6, 3d30, 3dbc, 1eb9, 0
d931, 42f8, eb96, 445e, 0
0c3f, 9cd2, fe84, 5409, 0
c96e, fe5c, 28af, 1231, 0
0ed4, 9b0b, c17d, c28e, 0
52f5, f65c, ba72, 05b6, 0
6fa6, 037b, 2609, e622, 0
fcd3, 4cf3, f195, 3f77, 1
f548, 4c89, 5836, 131b, 0
5a24, 1e62, 4e59, d605, 0
d162, fea4, 3465, f70f, 0
d12f, 47f3, 322d, 05f6, 0
191b, 123e, 5882, 0fee, 0
fc0f, 5c05, c66e, f505, 0
2f92, d73e, f256, 638b, 0
e135, ef81, 4db3, 010c, 0
4189, d33e, cbc6, d916, 0
e797, 3e9b, f246, 6138, 0
9b61, e71a, 1838, 6174, 0
addd, 0425, 3959, 0770, 0
115a, 396c, add7, f87b, 0
60af, ff16, 07ed, da7b, 0
f715, e7f1, 2d37, e205, 0
e97b, 6004, c402, 0fea, 0
5054, d6ff, 1305, a413, 0
3c08, 2662, e177, 0f0a, 0
ebc3, 296d, 5e41, 0714, 0
3c35, f9e9, 3f31, f289, 1
1cec, e2ef, 9ad8, 01a8, 0
f09e, ccd1, ff5c, 0819, 0
3532, ba19, 4b34, 0d09, 0
eb37, 3157, b9ac, e047, 0
bfb0, 202d, dffe, 4627, 0
a991, f777, 4c4b, e62f, 0
e06d, 2b3a, 1d85, bda1, 0
